language,title,temperature,LLM,sent_count,token_count,token_by_sent,noun_count,noun_count_u,noun_ttr,verb_count,verb_count_u,verb_ttr,adj_count,adj_count_u,adj_ttr,Lex_hdd,Lex_vocd,Lex_mattr,Lex_mtld
English,The Necessity of Arts Education,High,GPT4.1,9,170,18.88888889,51,35,0.403690888,28,25,0.525210084,16,16,0.588235294,0.824598959,80.97938853,0.830743802,85.94198175
English,The Necessity of Arts Education,High,GPT4.1,8,166,20.75,50,40,0.481927711,25,23,0.554216867,20,20,0.602409639,0.829041217,84.76135261,0.83042735,104.5979926
English,The Necessity of Arts Education,High,GPT4.1,7,146,20.85714286,45,35,0.532724505,22,20,0.622665006,20,20,0.684931507,0.835411831,89.1063181,0.835463918,146
English,The Necessity of Arts Education,High,GPT4.1,9,154,17.11111111,46,32,0.451722191,24,24,0.649350649,22,22,0.649350649,0.818202213,77.34493871,0.820761905,97.84091639
English,The Necessity of Arts Education,High,GPT4.1,8,141,17.625,46,34,0.524205982,23,21,0.647548566,14,13,0.658561297,0.809344568,71.65021478,0.82173913,87.28429285
English,The Proper Attitude for Debate,Low,GPT4.1,7,132,18.85714286,36,28,0.589225589,25,24,0.727272727,10,9,0.681818182,0.826055557,82.67376545,0.842168675,70.67381974
English,The Proper Attitude for Debate,Low,GPT4.1,7,146,20.85714286,40,31,0.530821918,21,18,0.587084149,16,14,0.599315068,0.826469584,82.2919881,0.84185567,95.86989195
English,The Proper Attitude for Debate,Low,GPT4.1,8,160,20,44,30,0.426136364,27,24,0.555555556,16,14,0.546875,0.792682982,63.91969389,0.820540541,80.09389671
English,The Proper Attitude for Debate,Low,GPT4.1,6,131,21.83333333,39,30,0.58719906,16,16,0.763358779,16,14,0.667938931,0.819319841,77.40764864,0.838536585,93.60198216
English,The Proper Attitude for Debate,Low,GPT4.1,6,129,21.5,30,22,0.568475452,26,24,0.715563506,14,12,0.664451827,0.814342648,74.69754636,0.83275,91.07457111
English,The Proper Attitude for Debate,Low,GPT4.1,7,134,19.14285714,37,29,0.584913271,21,19,0.675195451,15,13,0.646766169,0.803312865,69.67374972,0.795764706,92.63620043
English,The Proper Attitude for Debate,Low,GPT4.1,7,150,21.42857143,42,33,0.523809524,21,21,0.666666667,15,13,0.577777778,0.787899485,61.22793813,0.78990099,75
English,The Proper Attitude for Debate,Low,GPT4.1,7,130,18.57142857,36,26,0.555555556,21,20,0.732600733,15,13,0.666666667,0.81223106,73.30611993,0.800493827,89.50179463
English,The Proper Attitude for Debate,Low,GPT4.1,7,126,18,30,23,0.608465608,22,21,0.757575758,13,13,0.793650794,0.80189458,68.32340685,0.807792208,65.11609927
English,The Proper Attitude for Debate,Low,GPT4.1,8,157,19.625,43,34,0.503629092,26,24,0.587947085,15,14,0.59447983,0.83525488,89.73750627,0.848703704,109.2143494
English,The Proper Attitude for Debate,Middle,GPT4.1,6,127,21.16666667,35,27,0.607424072,20,19,0.748031496,17,15,0.694766095,0.81898621,77.92433486,0.846923077,101.1449511
English,The Proper Attitude for Debate,Middle,GPT4.1,6,114,19,30,25,0.730994152,19,17,0.784856879,18,17,0.828460039,0.834337635,88.2639983,0.861846154,114
English,The Proper Attitude for Debate,Middle,GPT4.1,7,135,19.28571429,36,28,0.576131687,24,21,0.648148148,16,14,0.648148148,0.828260792,85.34090505,0.830232558,107.9278075
English,The Proper Attitude for Debate,Middle,GPT4.1,7,139,19.85714286,36,32,0.639488409,22,19,0.621321125,20,16,0.575539568,0.842860074,94.60542232,0.84,139
English,The Proper Attitude for Debate,Middle,GPT4.1,7,144,20.57142857,35,26,0.515873016,23,18,0.543478261,23,20,0.603864734,0.796957261,65.22662716,0.816421053,73.42547518
English,The Proper Attitude for Debate,Middle,GPT4.1,7,144,20.57142857,37,30,0.563063063,28,26,0.64484127,12,12,0.694444444,0.832165151,86.40528399,0.823157895,96.73668639
English,The Proper Attitude for Debate,Middle,GPT4.1,7,142,20.28571429,45,34,0.532081377,22,19,0.608194622,12,10,0.58685446,0.811169953,73.23045405,0.819139785,73.40533259
English,The Proper Attitude for Debate,Middle,GPT4.1,7,123,17.57142857,33,26,0.64055186,21,20,0.774293457,13,12,0.750469043,0.823973852,81.55026984,0.830810811,112.3229167
English,The Proper Attitude for Debate,Middle,GPT4.1,7,141,20.14285714,39,31,0.563738862,22,20,0.644745326,14,11,0.557244174,0.813335485,74.28633616,0.809565217,79.10325682
English,The Proper Attitude for Debate,Middle,GPT4.1,7,129,18.42857143,38,30,0.611995104,21,21,0.775193798,10,8,0.620155039,0.828297073,83.64528873,0.8655,101.4358974
English,The Proper Attitude for Debate,High,GPT4.1,8,140,17.5,33,25,0.541125541,23,20,0.621118012,21,19,0.646258503,0.779280239,57.43375805,0.787692308,70.23972603
English,The Proper Attitude for Debate,High,GPT4.1,7,130,18.57142857,36,26,0.555555556,26,23,0.680473373,13,12,0.710059172,0.825484597,82.31567546,0.854320988,130
English,The Proper Attitude for Debate,High,GPT4.1,9,145,16.11111111,38,30,0.54446461,21,19,0.623973727,18,16,0.61302682,0.812667464,74.06231904,0.813958333,74.01041667
English,The Proper Attitude for Debate,High,GPT4.1,9,150,16.66666667,44,35,0.53030303,23,21,0.608695652,16,16,0.666666667,0.814254304,75.05817792,0.817821782,95.85213468
English,The Proper Attitude for Debate,High,GPT4.1,7,148,21.14285714,31,25,0.544899738,30,26,0.585585586,21,20,0.643500644,0.819019875,77.80596135,0.827070707,82.48288973
English,The Proper Attitude for Debate,High,GPT4.1,7,123,17.57142857,32,26,0.660569106,23,20,0.706963591,14,13,0.754936121,0.817967917,77.79148475,0.81,123
English,The Proper Attitude for Debate,High,GPT4.1,9,131,14.55555556,35,29,0.632497274,22,19,0.6592644,16,15,0.715648855,0.830262361,86.11619867,0.830243902,122.515544
English,The Proper Attitude for Debate,High,GPT4.1,10,150,15,40,36,0.6,21,19,0.603174603,19,19,0.666666667,0.845554244,96.03134787,0.852475248,150
English,The Proper Attitude for Debate,High,GPT4.1,10,138,13.8,38,33,0.629290618,24,21,0.634057971,20,20,0.724637681,0.841838541,95.55583218,0.850337079,141.0583784
English,The Proper Attitude for Debate,High,GPT4.1,11,153,13.90909091,40,32,0.522875817,29,25,0.563443768,18,17,0.617283951,0.82039422,78.97352023,0.811153846,92.40216967
English,What is a White Lie?,Low,GPT4.1,6,130,21.66666667,34,25,0.56561086,22,19,0.664335664,20,15,0.576923077,0.803324284,69.2049289,0.787160494,72.84497171
English,What is a White Lie?,Low,GPT4.1,8,160,20,36,26,0.451388889,33,26,0.492424242,20,13,0.40625,0.815355325,75.41466244,0.801801802,80.97560976
English,What is a White Lie?,Low,GPT4.1,8,156,19.5,35,24,0.43956044,31,24,0.496277916,23,16,0.445930881,0.792601873,63.61081503,0.780373832,67.68017775
English,What is a White Lie?,Low,GPT4.1,9,183,20.33333333,44,31,0.384997516,34,26,0.417872067,26,18,0.378310214,0.804670727,69.59562129,0.804776119,80.5169617
English,What is a White Lie?,Low,GPT4.1,7,146,20.85714286,35,28,0.547945205,27,22,0.558092339,21,15,0.489236791,0.819378092,78.6712518,0.831340206,82.1165736
English,What is a White Lie?,Low,GPT4.1,8,150,18.75,32,26,0.541666667,32,27,0.5625,21,17,0.53968254,0.819285197,79.02194567,0.823762376,78.65141849
English,What is a White Lie?,Low,GPT4.1,9,174,19.33333333,43,30,0.40096231,33,23,0.400557297,25,17,0.390804598,0.787112674,60.58205695,0.78352,61.01991602
English,What is a White Lie?,Low,GPT4.1,8,165,20.625,42,32,0.461760462,32,25,0.473484848,19,12,0.38277512,0.810526196,72.29452935,0.810862069,82.5
English,What is a White Lie?,Low,GPT4.1,7,155,22.14285714,34,25,0.474383302,29,25,0.556173526,19,14,0.475382003,0.812905759,74.26870231,0.80490566,79.59507928
English,What is a White Lie?,Low,GPT4.1,6,138,23,32,24,0.543478261,24,20,0.603864734,22,17,0.559947299,0.79078039,63.2509714,0.806516854,72.68929743
English,What is a White Lie?,Middle,GPT4.1,7,139,19.85714286,34,26,0.550148117,26,22,0.608743774,16,10,0.449640288,0.795712185,65.1587886,0.754888889,62.59419714
English,What is a White Lie?,Middle,GPT4.1,8,153,19.125,37,29,0.512276983,26,22,0.55304173,23,15,0.42625746,0.818326708,77.2389169,0.814807692,87.40103719
English,What is a White Lie?,Middle,GPT4.1,6,130,21.66666667,30,24,0.615384615,24,20,0.641025641,18,13,0.555555556,0.802535669,67.91086215,0.786666667,47.8995882
English,What is a White Lie?,Middle,GPT4.1,9,184,20.44444444,44,31,0.382905138,34,28,0.447570332,21,14,0.362318841,0.804580103,69.1575455,0.801333333,75.15884559
English,What is a White Lie?,Middle,GPT4.1,7,155,22.14285714,42,32,0.491551459,25,20,0.516129032,20,15,0.483870968,0.803088649,68.86108295,0.799245283,74.59084084
English,What is a White Lie?,Middle,GPT4.1,8,160,20,38,28,0.460526316,30,25,0.520833333,19,11,0.361842105,0.807070099,71.63258512,0.812432432,80
English,What is a White Lie?,Middle,GPT4.1,7,147,21,31,23,0.504718016,31,26,0.570550801,19,12,0.429645542,0.824814179,82.0227062,0.810816327,83.48444089
English,What is a White Lie?,Middle,GPT4.1,7,153,21.85714286,36,25,0.453885258,30,26,0.566448802,18,13,0.472040668,0.829912821,84.17100773,0.839423077,94.7340472
English,What is a White Lie?,Middle,GPT4.1,9,175,19.44444444,41,29,0.404181185,34,26,0.43697479,23,15,0.372670807,0.800832526,67.20811679,0.785396825,62.33881367
English,What is a White Lie?,Middle,GPT4.1,9,180,20,46,34,0.410628019,34,28,0.45751634,22,16,0.404040404,0.837845011,91.15407617,0.831603053,91.18556701
English,What is a White Lie?,High,GPT4.1,8,138,17.25,35,27,0.559006211,26,21,0.585284281,23,18,0.56710775,0.832471251,87.5797513,0.822022472,79.70656153
English,What is a White Lie?,High,GPT4.1,7,139,19.85714286,33,27,0.588620013,23,20,0.625586487,19,15,0.567966679,0.822840573,80.39380692,0.816,79.43666728
English,What is a White Lie?,High,GPT4.1,7,119,17,32,25,0.656512605,22,19,0.725744843,16,12,0.630252101,0.799711052,66.87229824,0.826,70.20262499
English,What is a White Lie?,High,GPT4.1,6,130,21.66666667,30,22,0.564102564,22,18,0.629370629,19,15,0.607287449,0.801205742,67.36410394,0.832839506,72.25628931
English,What is a White Lie?,High,GPT4.1,8,145,18.125,34,26,0.527383367,25,24,0.662068966,21,15,0.492610837,0.793203978,63.83671935,0.776458333,76.23978146
English,What is a White Lie?,High,GPT4.1,7,145,20.71428571,36,29,0.555555556,24,20,0.574712644,22,18,0.564263323,0.828118293,84.41488585,0.867708333,94.7975369
English,What is a White Lie?,High,GPT4.1,6,144,24,33,27,0.568181818,25,20,0.555555556,20,17,0.590277778,0.834728707,88.98565175,0.826947368,86.95125839
English,What is a White Lie?,High,GPT4.1,6,131,21.83333333,32,26,0.620229008,26,25,0.733998826,21,16,0.581606688,0.820840296,79.00377098,0.82902439,83.36539109
English,What is a White Lie?,High,GPT4.1,8,160,20,40,32,0.5,29,26,0.560344828,20,14,0.4375,0.801794275,67.91516411,0.791891892,80
English,What is a White Lie?,High,GPT4.1,7,152,21.71428571,41,35,0.561617458,23,21,0.600686499,22,17,0.508373206,0.817295567,77.5616274,0.805825243,84.45402274
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,8,139,17.375,40,34,0.611510791,22,20,0.654022237,14,14,0.71942446,0.812311872,73.80770889,0.808222222,87.08890919
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,9,151,16.77777778,46,40,0.575871005,24,21,0.579470199,11,10,0.60204696,0.785816635,60.88108477,0.785882353,78.97511972
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,9,163,18.11111111,44,40,0.557724484,26,21,0.495516753,14,13,0.569675723,0.788797313,62.00153284,0.771403509,68.16814291
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,6,130,21.66666667,35,31,0.681318681,19,17,0.688259109,15,15,0.769230769,0.823257246,81.70217316,0.81037037,117.8277154
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,10,153,15.3,40,35,0.571895425,24,21,0.571895425,12,11,0.59912854,0.790654121,63.08206433,0.789038462,81.22394421
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,7,125,17.85714286,31,27,0.696774194,22,20,0.727272727,12,12,0.8,0.821175075,78.8973393,0.817631579,81.83466432
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,9,148,16.44444444,41,35,0.576796309,24,20,0.563063063,13,12,0.623700624,0.782203095,59.04418737,0.776969697,69.84695995
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,7,130,18.57142857,32,26,0.625,22,18,0.629370629,15,15,0.769230769,0.80255865,68.4731473,0.814814815,78.40533598
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,6,122,20.33333333,32,29,0.742827869,21,21,0.819672131,9,9,0.819672131,0.806286678,70.8235312,0.796164384,75.44166683
English,The Positive and Negative Aspects of Competition,Low,GPT4.1,7,133,19,33,28,0.637958533,27,24,0.66833751,10,10,0.751879699,0.819829498,78.17546251,0.824285714,85.70192937
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,8,149,18.625,40,35,0.587248322,25,24,0.644295302,15,14,0.62639821,0.798719138,66.42431362,0.7852,77.73778332
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,7,135,19.28571429,35,30,0.634920635,24,22,0.679012346,14,13,0.687830688,0.790589266,62.76092586,0.777674419,70.91515443
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,7,125,17.85714286,36,33,0.733333333,21,20,0.761904762,11,10,0.727272727,0.822051161,80.17177943,0.819736842,100.7751938
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,9,150,16.66666667,38,31,0.543859649,28,24,0.571428571,15,15,0.666666667,0.800002446,67.40738332,0.784950495,81.01597995
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,7,129,18.42857143,33,30,0.704721635,19,19,0.775193798,11,11,0.775193798,0.796961138,66.39092953,0.794,90.06038309
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,9,148,16.44444444,44,38,0.583538084,23,22,0.646298472,10,10,0.675675676,0.800292475,67.75721164,0.780808081,82.22204178
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,8,150,18.75,43,38,0.589147287,22,21,0.636363636,14,13,0.619047619,0.803465299,68.94326308,0.807722772,85.37362365
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,8,149,18.625,37,32,0.580446218,29,24,0.555426984,12,12,0.67114094,0.789563696,61.36807087,0.7934,75.99387409
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,6,126,21,33,30,0.721500722,25,21,0.666666667,11,11,0.793650794,0.796699302,65.48028435,0.798441558,78.82615509
English,The Positive and Negative Aspects of Competition,Middle,GPT4.1,8,143,17.875,30,22,0.512820513,32,28,0.611888112,15,14,0.652680653,0.802599353,68.35953057,0.790212766,79.28620452
English,The Positive and Negative Aspects of Competition,High,GPT4.1,11,187,17,50,45,0.481283422,31,28,0.483008453,20,19,0.50802139,0.809651345,72.75427917,0.794057971,97.17795792
English,The Positive and Negative Aspects of Competition,High,GPT4.1,11,169,15.36363636,52,45,0.512061903,28,23,0.486052409,15,14,0.552268245,0.788189471,61.70825795,0.795666667,79.12984181
English,The Positive and Negative Aspects of Competition,High,GPT4.1,11,167,15.18181818,50,42,0.502994012,25,24,0.574850299,16,16,0.598802395,0.790841315,63.02764669,0.771355932,89.13782293
English,The Positive and Negative Aspects of Competition,High,GPT4.1,10,161,16.1,47,39,0.515395798,23,22,0.594112881,14,14,0.621118012,0.801954373,68.83419723,0.78625,94.97428016
English,The Positive and Negative Aspects of Competition,High,GPT4.1,10,154,15.4,49,43,0.569838325,26,24,0.599400599,12,12,0.649350649,0.800453096,67.45451027,0.795238095,86.49530957
English,The Positive and Negative Aspects of Competition,High,GPT4.1,9,164,18.22222222,47,41,0.531914894,26,24,0.562851782,14,14,0.609756098,0.789311414,62.28941969,0.78,86.04078509
English,The Positive and Negative Aspects of Competition,High,GPT4.1,9,164,18.22222222,47,41,0.531914894,24,22,0.558943089,15,15,0.609756098,0.771090703,54.55272576,0.766434783,73.97127937
English,The Positive and Negative Aspects of Competition,High,GPT4.1,10,157,15.7,47,40,0.542078872,26,23,0.56344929,14,14,0.636942675,0.785821244,60.86723674,0.77462963,76.1233945
English,The Positive and Negative Aspects of Competition,High,GPT4.1,7,144,20.57142857,40,34,0.590277778,25,24,0.666666667,15,15,0.694444444,0.791197494,63.52271397,0.782526316,81.00547778
English,The Positive and Negative Aspects of Competition,High,GPT4.1,9,176,19.55555556,52,46,0.502622378,21,18,0.487012987,20,17,0.482954545,0.786504085,60.98406979,0.779527559,84.39344262
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,8,178,22.25,53,32,0.339198643,28,24,0.481540931,19,15,0.443524542,0.790040475,61.90559034,0.79503876,78.61003477
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,7,139,19.85714286,40,26,0.467625899,22,19,0.621321125,16,12,0.539568345,0.793497835,64.01960954,0.783111111,74.29494139
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,7,158,22.57142857,42,30,0.452079566,23,19,0.522839846,20,15,0.474683544,0.782143672,59.4135335,0.791559633,65.11649979
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,7,157,22.42857143,42,32,0.485289657,23,19,0.526170036,23,18,0.498476876,0.811009254,73.1677596,0.799259259,78.6563745
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,8,154,19.25,41,33,0.522648084,25,20,0.519480519,18,13,0.468975469,0.824270581,81.72632481,0.82,95.22510945
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,9,173,19.22222222,50,32,0.369942197,28,19,0.39223782,21,15,0.412881916,0.80767293,70.98955579,0.792419355,79.37806754
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,8,167,20.875,42,30,0.427715997,26,20,0.460617227,27,18,0.399201597,0.787938367,61.37317046,0.803050847,83.5
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,8,167,20.875,43,32,0.445620387,26,18,0.414555504,25,17,0.407185629,0.819573536,78.3664766,0.832881356,92.78504505
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,8,156,19.5,47,33,0.450081833,21,17,0.518925519,18,15,0.534188034,0.790270625,62.73114402,0.799813084,78
English,Disclosure of Personal Information and the Viewer's Right to Know,Low,GPT4.1,7,170,24.28571429,45,32,0.418300654,23,16,0.409207161,21,14,0.392156863,0.795801242,64.56165241,0.805123967,71.38739042
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,7,146,20.85714286,44,31,0.48256538,22,20,0.622665006,17,14,0.564061241,0.791764246,62.56412562,0.80556701,75.37610113
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,8,165,20.625,45,29,0.390572391,25,18,0.436363636,23,18,0.4743083,0.797373326,65.63867549,0.788448276,71.28223193
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,6,152,25.33333333,44,28,0.418660287,25,20,0.526315789,18,13,0.475146199,0.82839151,84.51076808,0.848543689,92.61858455
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,8,185,23.125,48,32,0.36036036,30,22,0.396396396,23,12,0.282021152,0.801041471,67.54950438,0.796176471,82.44565217
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,7,148,21.14285714,44,30,0.460687961,19,15,0.533428165,19,18,0.640113798,0.797229928,65.3454658,0.785252525,84.37011171
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,8,154,19.25,40,30,0.487012987,24,19,0.514069264,23,16,0.451722191,0.816916269,76.19500396,0.823809524,92.14862543
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,9,189,21,55,36,0.346320346,26,20,0.407000407,26,19,0.386650387,0.789132873,62.12998598,0.802142857,57.65478851
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,9,182,20.22222222,53,35,0.362844702,24,18,0.412087912,21,17,0.444793302,0.774197491,56.48626976,0.768120301,66.15408918
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,7,159,22.71428571,42,32,0.479185385,26,17,0.411223996,20,15,0.471698113,0.797436004,66.27745262,0.812363636,84.24918167
English,Disclosure of Personal Information and the Viewer's Right to Know,Middle,GPT4.1,7,152,21.71428571,46,35,0.500572082,22,19,0.568181818,19,14,0.484764543,0.822961231,80.06215972,0.819029126,94.04677547
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,8,172,21.5,49,36,0.427147603,25,19,0.441860465,23,18,0.455005056,0.812145041,73.76455053,0.835284553,75.21404682
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,7,156,22.28571429,41,32,0.500312695,29,21,0.464190981,18,14,0.498575499,0.807804142,71.7806534,0.835700935,84.31281033
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,10,162,16.2,43,33,0.473729543,28,25,0.551146384,22,14,0.392817059,0.816750992,76.6739294,0.823362832,92.2252728
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,7,152,21.71428571,40,31,0.509868421,24,18,0.493421053,20,16,0.526315789,0.794659676,64.8886405,0.795145631,76
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,7,136,19.42857143,36,25,0.510620915,19,17,0.657894737,19,14,0.541795666,0.812899089,73.23771894,0.812183908,76.38183997
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,7,139,19.85714286,39,31,0.571850212,22,18,0.588620013,18,13,0.519584333,0.819611265,78.72658591,0.813333333,82.52866037
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,7,168,24,46,34,0.439958592,23,18,0.465838509,22,17,0.45995671,0.802131402,68.07711041,0.805042017,84.04416404
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,8,142,17.75,39,28,0.505597689,26,22,0.59588299,18,13,0.508607199,0.810329219,72.5251967,0.820430108,84.32314149
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,8,156,19.5,41,31,0.484677924,20,16,0.512820513,19,16,0.539811066,0.830509904,85.55650733,0.839065421,98.48650783
English,Disclosure of Personal Information and the Viewer's Right to Know,High,GPT4.1,7,136,19.42857143,36,25,0.510620915,25,21,0.617647059,20,14,0.514705882,0.804176509,69.12352854,0.802528736,78.54940711
English,My Definition of Success,Low,GPT4.1,7,122,17.42857143,34,29,0.699132112,22,21,0.782414307,8,7,0.717213115,0.821517304,79.52571485,0.803287671,84.44292237
English,My Definition of Success,Low,GPT4.1,7,143,20.42857143,40,34,0.594405594,24,20,0.582750583,11,8,0.508582327,0.830003199,84.72331833,0.831276596,97.09867814
English,My Definition of Success,Low,GPT4.1,7,125,17.85714286,35,31,0.708571429,21,18,0.685714286,10,8,0.64,0.795780757,65.72433999,0.783684211,71.80017362
English,My Definition of Success,Low,GPT4.1,8,142,17.75,35,27,0.543259557,26,21,0.5687974,9,8,0.625978091,0.817873869,78.2552411,0.799784946,88.16135111
English,My Definition of Success,Low,GPT4.1,8,123,15.375,28,24,0.696864111,25,21,0.682926829,8,8,0.81300813,0.801561436,67.99870495,0.774864865,72.56237709
English,My Definition of Success,Low,GPT4.1,9,160,17.77777778,37,28,0.472972973,30,25,0.520833333,11,10,0.568181818,0.79193291,63.45278663,0.765225225,76.56357388
English,My Definition of Success,Low,GPT4.1,7,147,21,36,29,0.547996977,25,22,0.598639456,7,5,0.485908649,0.799702459,67.09305825,0.806326531,73.5
English,My Definition of Success,Low,GPT4.1,8,152,19,42,36,0.563909774,23,21,0.600686499,20,15,0.493421053,0.845937445,96.43271611,0.864466019,140.9534884
English,My Definition of Success,Low,GPT4.1,7,136,19.42857143,34,27,0.583910035,26,24,0.678733032,8,7,0.643382353,0.839181411,92.54686085,0.825287356,83.20751083
English,My Definition of Success,Low,GPT4.1,7,151,21.57142857,37,31,0.554859495,21,20,0.630715863,16,13,0.53807947,0.820478932,79.18317588,0.80627451,96.85006185
English,My Definition of Success,Middle,GPT4.1,6,121,20.16666667,28,25,0.737898465,23,21,0.754581387,13,11,0.699300699,0.841062353,94.64323647,0.825,128.10875
English,My Definition of Success,Middle,GPT4.1,8,170,21.25,40,33,0.485294118,29,21,0.425963489,17,13,0.44982699,0.798829092,66.6984758,0.80677686,77.5
English,My Definition of Success,Middle,GPT4.1,8,170,21.25,41,32,0.459110473,27,23,0.501089325,16,13,0.477941176,0.820057759,78.97235509,0.817190083,91.27829518
English,My Definition of Success,Middle,GPT4.1,7,144,20.57142857,41,36,0.609756098,21,19,0.628306878,13,12,0.641025641,0.820144664,79.15133182,0.821684211,91.97110533
English,My Definition of Success,Middle,GPT4.1,6,129,21.5,34,29,0.66119471,19,18,0.734394125,7,6,0.664451827,0.828753171,85.47370166,0.82875,118.7943038
English,My Definition of Success,Middle,GPT4.1,7,135,19.28571429,36,27,0.555555556,27,26,0.713305898,11,8,0.538720539,0.833964555,88.26180198,0.830697674,135
English,My Definition of Success,Middle,GPT4.1,6,136,22.66666667,36,31,0.633169935,20,17,0.625,11,10,0.668449198,0.80885627,72.48587797,0.800689655,80.65691789
English,My Definition of Success,Middle,GPT4.1,9,151,16.77777778,35,29,0.5487228,28,26,0.614947966,14,12,0.567644276,0.826017983,82.6047871,0.789215686,87.50837685
English,My Definition of Success,Middle,GPT4.1,6,126,21,36,31,0.683421517,19,17,0.710108605,10,9,0.714285714,0.830926835,85.18465016,0.808571429,109.7524178
English,My Definition of Success,Middle,GPT4.1,9,159,17.66666667,39,31,0.499919368,24,21,0.550314465,19,16,0.529625952,0.78526895,60.59390864,0.756,62.78227157
English,My Definition of Success,High,GPT4.1,8,156,19.5,43,34,0.506857484,19,16,0.539811066,15,12,0.512820513,0.787781644,61.4772796,0.779252336,63.76642336
English,My Definition of Success,High,GPT4.1,8,132,16.5,36,29,0.61026936,26,25,0.728438228,10,9,0.681818182,0.835729887,88.66955488,0.850120482,132
English,My Definition of Success,High,GPT4.1,6,141,23.5,34,29,0.60492282,23,20,0.61671292,12,12,0.709219858,0.794035437,64.5978352,0.785869565,78.18626482
English,My Definition of Success,High,GPT4.1,9,146,16.22222222,39,34,0.597119775,19,16,0.576784427,18,18,0.684931507,0.792053677,63.31296569,0.788247423,74.73919596
English,My Definition of Success,High,GPT4.1,7,139,19.85714286,36,30,0.599520384,21,21,0.71942446,11,10,0.654022237,0.83506625,88.90536165,0.822222222,104.9228478
English,My Definition of Success,High,GPT4.1,9,135,15,33,26,0.583613917,27,23,0.631001372,10,10,0.740740741,0.834691281,88.46568927,0.826046512,110.1838235
English,My Definition of Success,High,GPT4.1,9,124,13.77777778,33,28,0.684261975,22,19,0.696480938,11,11,0.806451613,0.814329175,75.39628319,0.7952,90.61143331
English,My Definition of Success,High,GPT4.1,9,155,17.22222222,40,34,0.548387097,26,22,0.545905707,16,14,0.564516129,0.831611517,86.92270941,0.814716981,100.1760696
English,My Definition of Success,High,GPT4.1,6,121,20.16666667,31,25,0.666488936,18,17,0.780532599,13,12,0.76287349,0.83652388,90.05281663,0.834722222,121
English,My Definition of Success,High,GPT4.1,8,124,15.5,32,27,0.680443548,23,19,0.666199158,14,13,0.748847926,0.812101472,74.33595606,0.802933333,93.07866363
English,Lessons Learned Through Hardship and Trials,Low,GPT4.1,8,158,19.75,40,32,0.506329114,29,25,0.545613269,12,12,0.632911392,0.801722572,68.14753807,0.822385321,92.96653992
English,Lessons Learned Through Hardship and Trials,Low,GPT4.1,8,155,19.375,45,36,0.516129032,27,23,0.54958184,13,12,0.595533499,0.818163931,77.86059178,0.829056604,88.06690809
